id,ville,arrondissement,quartier,surface_m2,nb_pieces,nb_chambres,nb_salles_bain,etage,ascenseur,annee_construction,etat_logement,type_chauffage,climatisation,parking,balcon,terrasse,cave,meuble,distance_centre_ville_km,zone_type,transports_publics_score,commerces_proximite_score,ecoles_proximite_score,agence_type,annee,mois,prix_loyer_mensuel,gamme_prix,prix_m2,age_batiment,score_commodites,score_environnement_global,densite_logement,categorie_logement
LOC_001444,Marseille,Centre,Centre-ville,33.1,2,1,1,0,Non,2001,Bon,Gaz,Oui,Oui,Non,Oui,Non,Non,0.4,Centre,5,5,5,Agence_locale,2024,9,772,< 800€,23.323262839879153,23,3,5.0,3.021148036253776,T2
LOC_001445,Montpellier,Centre,Périphérie,43.8,3,2,1,4,Oui,2002,Neuf,Électrique,Non,Non,Non,Non,Non,Oui,1.8,Centre,5,5,3,Promoteur,2022,1,1122,800-1200€,25.616438356164384,22,0,4.333333333333333,4.566210045662101,T3
LOC_001446,Nice,Sud,Historique,26.1,2,1,1,6,Oui,1920,Très_bon,Électrique,Oui,Oui,Non,Non,Non,Non,4.6,Proche_centre,3,3,4,Agence_nationale,2023,11,675,< 800€,25.86206896551724,104,2,3.3333333333333335,3.8314176245210727,T2
LOC_001447,Paris,6ème,Quartier_6ème,20.5,1,0,1,6,Oui,1907,Très_bon,Gaz,Non,Non,Non,Non,Non,Non,2.7,Proche_centre,4,3,3,Particulier,2022,3,1314,1200-1800€,64.09756097560975,117,0,3.3333333333333335,0.0,Studio
LOC_001448,Paris,15ème,Quartier_15ème,38.2,2,1,1,12,Oui,1947,Bon,Gaz,Non,Oui,Oui,Non,Non,Non,12.0,Banlieue,1,3,4,Agence_locale,2024,12,1747,1200-1800€,45.73298429319372,77,2,2.6666666666666665,2.6178010471204183,T2
LOC_001449,Lille,Ouest,Centre-ville,33.2,2,1,1,6,Oui,1954,Moyen,Gaz,Oui,Oui,Oui,Non,Oui,Non,12.6,Banlieue,3,3,2,Agence_locale,2023,11,325,< 800€,9.789156626506024,70,4,2.6666666666666665,3.012048192771084,T2
LOC_001450,Toulouse,Est,Université,32.9,2,1,1,1,Oui,1908,Moyen,Fuel,Non,Non,Oui,Non,Non,Oui,12.0,Banlieue,1,3,2,Agence_locale,2023,3,424,< 800€,12.887537993920974,116,1,2.0,3.0395136778115504,T2
LOC_001451,Paris,9ème,Quartier_9ème,75.0,4,3,1,12,Oui,1881,Moyen,Électrique,Non,Oui,Oui,Non,Non,Oui,1.8,Centre,5,5,5,Particulier,2024,8,3134,> 2500€,41.78666666666667,143,2,5.0,4.0,T4
LOC_001452,Toulouse,Est,Gare,41.6,3,1,1,12,Non,2023,Neuf,Pompe_à_chaleur,Non,Oui,Oui,Non,Non,Oui,12.6,Banlieue,3,3,3,Agence_nationale,2023,8,980,800-1200€,23.557692307692307,1,2,3.0,2.4038461538461537,T3
LOC_001453,Marseille,Centre,Industriel,69.2,4,3,1,7,Oui,1890,Moyen,Gaz,Oui,Oui,Non,Non,Non,Non,1.4,Centre,5,5,5,Agence_locale,2024,12,1248,1200-1800€,18.034682080924856,134,2,5.0,4.335260115606936,T4
LOC_001454,Marseille,Ouest,Banlieue,43.4,3,2,1,3,Non,2007,Bon,Gaz,Non,Non,Non,Non,Oui,Non,12.6,Banlieue,1,2,2,Agence_nationale,2023,12,609,< 800€,14.03225806451613,17,1,1.6666666666666667,4.6082949308755765,T3
LOC_001455,Strasbourg,Sud,Industriel,37.9,2,1,1,2,Non,1951,Moyen,Fuel,Non,Oui,Non,Non,Non,Non,11.2,Banlieue,2,3,3,Promoteur,2024,11,504,< 800€,13.298153034300793,73,1,2.6666666666666665,2.638522427440633,T2
LOC_001456,Lille,Ouest,Banlieue,65.3,4,2,1,11,Oui,1850,Bon,Électrique,Non,Non,Oui,Oui,Non,Non,4.7,Proche_centre,4,3,4,Agence_nationale,2022,5,871,800-1200€,13.33843797856049,174,2,3.6666666666666665,3.0627871362940278,T4
LOC_001457,Strasbourg,Nord,Périphérie,53.4,3,1,1,0,Oui,1994,Bon,Électrique,Non,Oui,Non,Non,Oui,Non,10.4,Banlieue,3,3,2,Particulier,2022,10,619,< 800€,11.591760299625468,30,2,2.6666666666666665,1.8726591760299627,T3
LOC_001458,Lyon,Centre,Université,37.0,2,1,1,6,Oui,1906,Moyen,Collectif,Non,Non,Non,Non,Non,Oui,1.9,Centre,4,5,5,Promoteur,2022,3,730,< 800€,19.72972972972973,118,0,4.666666666666667,2.7027027027027026,T2
LOC_001459,Toulouse,Ouest,Gare,76.4,4,3,1,9,Oui,2004,Neuf,Électrique,Non,Non,Non,Non,Oui,Non,7.7,Périphérie,1,3,3,Agence_nationale,2023,10,1483,1200-1800€,19.410994764397905,20,1,2.3333333333333335,3.926701570680628,T4
LOC_001460,Lille,Nord,Moderne,71.6,4,2,1,1,Non,1960,Moyen,Fuel,Non,Oui,Oui,Oui,Non,Non,10.4,Banlieue,3,4,4,Agence_nationale,2023,9,799,< 800€,11.159217877094973,64,3,3.6666666666666665,2.7932960893854752,T4
LOC_001461,Lyon,Centre,Résidentiel,36.3,2,1,1,11,Oui,1961,À_rénover,Fuel,Non,Non,Oui,Non,Oui,Non,1.0,Centre,4,5,3,Particulier,2024,9,449,< 800€,12.369146005509643,63,2,4.0,2.7548209366391188,T2
LOC_001462,Strasbourg,Est,Industriel,29.1,2,1,1,7,Oui,1927,Moyen,Électrique,Non,Non,Non,Non,Non,Oui,4.1,Proche_centre,4,4,3,Promoteur,2024,6,527,< 800€,18.10996563573883,97,0,3.6666666666666665,3.4364261168384878,T2
LOC_001463,Lille,Nord,Banlieue,84.0,5,4,1,3,Oui,1996,Bon,Fuel,Non,Non,Non,Non,Non,Oui,4.9,Proche_centre,3,4,4,Promoteur,2024,6,812,800-1200€,9.666666666666666,28,0,3.6666666666666665,4.761904761904762,T5+
LOC_001464,Marseille,Centre,Université,27.0,2,1,1,0,Non,1979,Moyen,Gaz,Non,Oui,Non,Non,Non,Non,1.4,Centre,5,4,3,Promoteur,2024,6,593,< 800€,21.962962962962962,45,1,4.0,3.7037037037037033,T2
LOC_001465,Montpellier,Sud,Moderne,35.6,2,1,1,10,Oui,1870,Moyen,Gaz,Oui,Oui,Non,Non,Non,Non,14.0,Banlieue,3,3,3,Promoteur,2023,5,416,< 800€,11.685393258426966,154,2,3.0,2.8089887640449436,T2
LOC_001466,Lyon,Ouest,Centre-ville,23.6,1,0,1,5,Oui,1906,Bon,Électrique,Non,Oui,Non,Non,Oui,Oui,12.9,Banlieue,2,3,4,Particulier,2024,9,450,< 800€,19.06779661016949,118,2,3.0,0.0,Studio
LOC_001467,Lille,Sud,Moderne,63.5,4,3,1,0,Oui,1925,À_rénover,Fuel,Oui,Oui,Non,Non,Non,Non,9.2,Périphérie,1,4,3,Particulier,2022,3,403,< 800€,6.346456692913386,99,2,2.6666666666666665,4.724409448818897,T4
LOC_001468,Nantes,Centre,Industriel,88.9,4,2,2,1,Non,2019,Neuf,Électrique,Non,Non,Non,Oui,Non,Non,1.2,Centre,5,4,4,Particulier,2022,7,1475,1200-1800€,16.59167604049494,5,1,4.333333333333333,2.249718785151856,T4
LOC_001469,Lyon,Nord,Périphérie,28.3,2,1,1,12,Oui,1997,Bon,Collectif,Oui,Non,Non,Non,Oui,Oui,12.8,Banlieue,1,3,4,Particulier,2024,7,762,< 800€,26.925795053003533,27,2,2.6666666666666665,3.53356890459364,T2
LOC_001470,Nantes,Ouest,Banlieue,34.9,2,1,1,4,Oui,1949,Bon,Gaz,Non,Non,Oui,Non,Non,Oui,4.9,Proche_centre,3,3,3,Promoteur,2023,8,586,< 800€,16.79083094555874,75,1,3.0,2.865329512893983,T2
LOC_001471,Lyon,Est,Industriel,38.9,2,1,1,1,Non,1862,À_rénover,Gaz,Oui,Oui,Non,Non,Non,Non,4.1,Proche_centre,5,3,3,Particulier,2024,6,599,< 800€,15.39845758354756,162,2,3.6666666666666665,2.570694087403599,T2
LOC_001472,Nantes,Ouest,Banlieue,45.3,3,2,1,0,Non,1888,Bon,Fuel,Non,Oui,Non,Non,Non,Non,10.0,Périphérie,1,2,4,Promoteur,2022,6,641,< 800€,14.15011037527594,136,1,2.3333333333333335,4.415011037527594,T3
LOC_001473,Lille,Est,Banlieue,48.1,3,2,1,5,Oui,1866,Bon,Gaz,Non,Oui,Non,Non,Non,Oui,6.5,Périphérie,3,4,2,Agence_nationale,2024,2,700,< 800€,14.553014553014552,158,1,3.0,4.158004158004157,T3
LOC_001474,Strasbourg,Centre,Banlieue,31.3,2,1,1,1,Oui,1991,Moyen,Gaz,Non,Oui,Non,Non,Non,Oui,1.4,Centre,5,4,4,Agence_locale,2023,12,483,< 800€,15.431309904153354,33,1,4.333333333333333,3.1948881789137378,T2
LOC_001475,Nice,Sud,Historique,39.3,2,1,1,9,Oui,1974,Bon,Électrique,Oui,Oui,Non,Non,Non,Non,9.7,Périphérie,3,3,3,Agence_locale,2024,8,1009,800-1200€,25.674300254452927,50,2,3.0,2.544529262086514,T2
LOC_001476,Bordeaux,Sud,Moderne,36.0,2,1,1,9,Non,1899,Très_bon,Électrique,Non,Oui,Oui,Non,Non,Non,7.7,Périphérie,2,4,4,Promoteur,2023,4,596,< 800€,16.555555555555557,125,2,3.3333333333333335,2.7777777777777777,T2
LOC_001477,Lille,Centre,Université,73.3,4,2,1,2,Non,1964,À_rénover,Gaz,Non,Non,Non,Non,Non,Non,1.9,Centre,5,4,4,Promoteur,2024,6,837,800-1200€,11.418826739427013,60,0,4.333333333333333,2.728512960436562,T4
LOC_001478,Strasbourg,Est,Centre-ville,50.5,3,2,1,7,Oui,1925,Très_bon,Gaz,Non,Non,Non,Non,Non,Oui,7.4,Périphérie,1,3,2,Agence_locale,2024,10,842,800-1200€,16.673267326732674,99,0,2.0,3.9603960396039604,T3
LOC_001479,Nantes,Est,Centre-ville,38.2,2,1,1,9,Oui,1866,Moyen,Gaz,Non,Oui,Non,Oui,Non,Non,6.9,Périphérie,1,3,2,Particulier,2023,3,383,< 800€,10.026178010471204,158,2,2.0,2.6178010471204183,T2
LOC_001480,Lyon,Ouest,Résidentiel,35.5,2,1,1,9,Non,2009,Très_bon,Électrique,Non,Oui,Non,Oui,Non,Non,8.0,Périphérie,3,3,3,Agence_locale,2022,12,621,< 800€,17.492957746478872,15,2,3.0,2.8169014084507045,T2
LOC_001481,Nice,Centre,Résidentiel,82.1,5,4,2,11,Non,1900,Moyen,Électrique,Non,Non,Non,Oui,Non,Oui,1.6,Centre,4,4,3,Promoteur,2024,2,1897,1800-2500€,23.10596833130329,124,1,3.6666666666666665,4.8721071863581,T5+
LOC_001482,Toulouse,Centre,Commerce,25.6,2,1,1,8,Oui,1853,À_rénover,Fuel,Non,Oui,Oui,Non,Non,Non,1.9,Centre,5,4,5,Agence_nationale,2024,3,337,< 800€,13.1640625,171,2,4.666666666666667,3.90625,T2
LOC_001483,Montpellier,Est,Résidentiel,38.8,2,1,1,6,Oui,1926,Moyen,Collectif,Oui,Non,Non,Non,Oui,Oui,13.5,Banlieue,3,2,2,Agence_nationale,2023,9,780,< 800€,20.103092783505158,98,2,2.3333333333333335,2.577319587628866,T2
LOC_001484,Lyon,Centre,Moderne,33.9,2,1,1,8,Oui,1861,À_rénover,Gaz,Non,Non,Non,Non,Non,Oui,1.4,Centre,5,5,4,Promoteur,2022,6,600,< 800€,17.699115044247787,163,0,4.666666666666667,2.949852507374631,T2
LOC_001485,Strasbourg,Centre,Banlieue,64.3,4,2,1,4,Oui,1978,Moyen,Fuel,Oui,Non,Oui,Non,Non,Oui,1.1,Centre,5,5,5,Agence_locale,2023,7,724,< 800€,11.259720062208398,46,2,5.0,3.1104199066874028,T4
LOC_001486,Marseille,Est,Université,47.6,3,1,1,4,Oui,1871,Bon,Collectif,Oui,Non,Oui,Non,Oui,Non,10.9,Banlieue,2,2,4,Promoteur,2022,6,580,< 800€,12.184873949579831,153,3,2.6666666666666665,2.1008403361344534,T3
LOC_001487,Montpellier,Sud,Résidentiel,99.3,5,4,1,10,Non,1908,Bon,Gaz,Oui,Oui,Non,Non,Non,Non,5.6,Périphérie,1,2,2,Agence_locale,2023,6,1698,1200-1800€,17.099697885196374,116,2,1.6666666666666667,4.028197381671702,T5+
LOC_001488,Toulouse,Sud,Résidentiel,45.5,3,1,1,8,Oui,2010,Neuf,Électrique,Non,Non,Non,Non,Non,Non,9.0,Périphérie,1,2,3,Agence_locale,2024,5,793,< 800€,17.428571428571427,14,0,2.0,2.197802197802198,T3
LOC_001489,Nice,Nord,Moderne,133.8,6,4,3,9,Non,1903,Bon,Gaz,Oui,Non,Oui,Non,Non,Non,14.0,Banlieue,2,3,2,Particulier,2023,10,2269,1800-2500€,16.958146487294467,121,2,2.3333333333333335,2.9895366218236172,T5+
LOC_001490,Bordeaux,Nord,Historique,20.3,1,0,1,11,Non,1915,Très_bon,Gaz,Non,Oui,Non,Non,Non,Oui,6.7,Périphérie,2,3,4,Agence_locale,2023,12,495,< 800€,24.384236453201968,109,1,3.0,0.0,Studio
LOC_001491,Marseille,Centre,Université,52.5,3,2,1,1,Non,1904,À_rénover,Électrique,Non,Non,Non,Non,Non,Oui,1.3,Centre,5,4,5,Agence_locale,2022,9,767,< 800€,14.60952380952381,120,0,4.666666666666667,3.8095238095238098,T3
LOC_001492,Nice,Sud,Périphérie,24.3,1,0,1,10,Oui,1952,Moyen,Collectif,Oui,Oui,Oui,Non,Oui,Oui,8.2,Périphérie,2,2,3,Agence_nationale,2022,1,779,< 800€,32.05761316872428,72,4,2.3333333333333335,0.0,Studio
LOC_001493,Lyon,Centre,Banlieue,42.2,3,1,1,5,Oui,1916,Bon,Gaz,Non,Oui,Non,Non,Non,Oui,2.0,Centre,4,5,4,Particulier,2024,9,1135,800-1200€,26.895734597156395,108,1,4.333333333333333,2.3696682464454977,T3
LOC_001494,Strasbourg,Sud,Périphérie,36.2,2,1,1,9,Non,1892,Très_bon,Gaz,Non,Oui,Oui,Non,Non,Non,7.3,Périphérie,2,3,4,Promoteur,2022,12,417,< 800€,11.519337016574585,132,2,3.0,2.7624309392265194,T2
LOC_001495,Strasbourg,Est,Historique,26.8,2,1,1,9,Oui,1993,Bon,Gaz,Non,Oui,Oui,Non,Non,Oui,8.7,Périphérie,3,2,4,Agence_nationale,2022,8,503,< 800€,18.76865671641791,31,2,3.0,3.731343283582089,T2
LOC_001496,Montpellier,Nord,Commerce,37.0,2,1,1,6,Oui,1857,Très_bon,Gaz,Oui,Oui,Oui,Non,Non,Oui,10.3,Banlieue,1,3,3,Promoteur,2022,7,696,< 800€,18.81081081081081,167,3,2.3333333333333335,2.7027027027027026,T2
LOC_001497,Lyon,Sud,Périphérie,40.9,3,1,1,1,Non,1948,Moyen,Collectif,Non,Non,Non,Non,Non,Non,4.0,Proche_centre,5,3,4,Promoteur,2024,3,739,< 800€,18.068459657701712,76,0,4.0,2.444987775061125,T3
LOC_001498,Paris,13ème,Quartier_13ème,34.0,2,1,1,7,Oui,1949,Moyen,Collectif,Non,Oui,Oui,Non,Oui,Oui,8.5,Périphérie,2,2,4,Agence_locale,2022,9,949,800-1200€,27.91176470588235,75,3,2.6666666666666665,2.941176470588235,T2
LOC_001499,Bordeaux,Est,Périphérie,46.8,3,1,1,5,Oui,1970,Bon,Fuel,Non,Oui,Non,Non,Oui,Non,14.8,Banlieue,2,2,2,Particulier,2022,6,605,< 800€,12.927350427350428,54,2,2.0,2.1367521367521367,T3
LOC_001500,Nice,Ouest,Gare,23.4,1,0,1,3,Non,1896,Moyen,Fuel,Oui,Non,Non,Non,Non,Non,8.6,Périphérie,3,4,4,Promoteur,2024,6,532,< 800€,22.735042735042736,128,1,3.6666666666666665,0.0,Studio
LOC_001501,Bordeaux,Sud,Périphérie,39.9,2,1,1,7,Non,2001,Très_bon,Gaz,Non,Oui,Non,Non,Non,Oui,14.3,Banlieue,2,2,2,Promoteur,2022,1,818,800-1200€,20.50125313283208,23,1,2.0,2.5062656641604013,T2
LOC_001502,Strasbourg,Sud,Périphérie,45.0,3,1,1,11,Oui,1963,Moyen,Électrique,Non,Non,Non,Non,Non,Oui,13.5,Banlieue,3,4,2,Agence_nationale,2023,8,500,< 800€,11.11111111111111,61,0,3.0,2.2222222222222223,T3
LOC_001503,Nantes,Centre,Université,45.7,3,2,1,7,Oui,2003,Très_bon,Électrique,Non,Non,Non,Non,Non,Non,1.5,Centre,5,5,3,Agence_locale,2023,5,639,< 800€,13.98249452954048,21,0,4.333333333333333,4.3763676148796495,T3
LOC_001504,Nice,Ouest,Centre-ville,74.1,4,3,1,5,Oui,1905,Bon,Électrique,Non,Oui,Oui,Non,Oui,Non,8.8,Périphérie,2,4,4,Particulier,2023,6,1740,1200-1800€,23.48178137651822,119,3,3.3333333333333335,4.048582995951417,T4
LOC_001505,Paris,16ème,Quartier_16ème,20.3,1,0,1,0,Non,1920,Très_bon,Gaz,Non,Oui,Non,Non,Non,Oui,5.7,Périphérie,1,4,2,Promoteur,2024,5,1913,1800-2500€,94.23645320197043,104,1,2.3333333333333335,0.0,Studio
LOC_001506,Toulouse,Ouest,Moderne,38.4,2,1,1,4,Non,1969,Bon,Électrique,Non,Non,Non,Non,Non,Oui,8.2,Périphérie,1,2,3,Agence_locale,2023,9,747,< 800€,19.453125,55,0,2.0,2.604166666666667,T2
LOC_001507,Montpellier,Sud,Gare,18.6,1,0,1,11,Non,1997,Très_bon,Fuel,Oui,Oui,Oui,Non,Oui,Non,4.8,Proche_centre,3,4,3,Promoteur,2024,10,345,< 800€,18.548387096774192,27,4,3.3333333333333335,0.0,Studio
LOC_001508,Nice,Ouest,Moderne,28.0,2,1,1,8,Oui,1910,À_rénover,Gaz,Oui,Oui,Non,Non,Non,Oui,10.6,Banlieue,2,4,4,Agence_locale,2023,9,609,< 800€,21.75,114,2,3.3333333333333335,3.571428571428571,T2
LOC_001509,Nantes,Nord,Historique,43.3,3,2,1,11,Oui,1985,Bon,Électrique,Non,Oui,Non,Non,Non,Non,12.1,Banlieue,1,4,2,Agence_locale,2023,1,587,< 800€,13.556581986143188,39,1,2.3333333333333335,4.618937644341801,T3
LOC_001510,Lyon,Nord,Périphérie,41.4,3,1,1,4,Oui,2015,Très_bon,Pompe_à_chaleur,Non,Oui,Non,Non,Non,Non,5.3,Périphérie,3,3,2,Agence_nationale,2024,7,904,800-1200€,21.835748792270532,9,1,2.6666666666666665,2.4154589371980677,T3
LOC_001511,Paris,16ème,Quartier_16ème,44.3,3,2,1,10,Non,1953,À_rénover,Électrique,Non,Non,Oui,Non,Non,Non,9.9,Périphérie,3,4,4,Agence_nationale,2024,9,1739,1200-1800€,39.255079006772014,71,1,3.6666666666666665,4.514672686230249,T3
LOC_001512,Nice,Ouest,Commerce,86.8,5,3,1,6,Non,1934,Moyen,Électrique,Oui,Oui,Oui,Non,Oui,Oui,5.7,Périphérie,1,2,2,Promoteur,2023,9,2319,1800-2500€,26.716589861751153,90,4,1.6666666666666667,3.4562211981566824,T5+
LOC_001513,Toulouse,Est,Résidentiel,38.3,2,1,1,7,Oui,1933,Moyen,Électrique,Non,Oui,Oui,Oui,Non,Non,14.4,Banlieue,2,4,4,Agence_locale,2024,9,524,< 800€,13.681462140992169,91,3,3.3333333333333335,2.6109660574412534,T2
LOC_001514,Marseille,Centre,Moderne,33.3,2,1,1,11,Non,1889,Moyen,Électrique,Oui,Non,Oui,Non,Non,Non,0.7,Centre,5,5,3,Agence_locale,2022,4,453,< 800€,13.603603603603604,135,2,4.333333333333333,3.0030030030030033,T2
LOC_001515,Marseille,Nord,Industriel,57.8,3,1,1,0,Non,1857,Moyen,Électrique,Oui,Oui,Non,Non,Non,Non,7.8,Périphérie,1,2,2,Particulier,2022,10,796,< 800€,13.771626297577855,167,2,1.6666666666666667,1.7301038062283738,T3
LOC_001516,Lille,Sud,Commerce,18.4,1,0,1,0,Oui,1882,Bon,Électrique,Non,Non,Non,Non,Non,Non,14.7,Banlieue,1,3,4,Particulier,2022,11,300,< 800€,16.304347826086957,142,0,2.6666666666666665,0.0,Studio
LOC_001517,Lille,Nord,Centre-ville,24.0,1,0,1,11,Oui,1982,Bon,Fuel,Non,Oui,Oui,Non,Non,Oui,7.2,Périphérie,3,3,4,Agence_nationale,2024,1,599,< 800€,24.958333333333332,42,2,3.3333333333333335,0.0,Studio
LOC_001518,Lyon,Sud,Gare,20.2,1,0,1,12,Oui,1885,Moyen,Gaz,Oui,Oui,Non,Non,Oui,Non,8.8,Périphérie,3,3,4,Promoteur,2022,9,383,< 800€,18.96039603960396,139,3,3.3333333333333335,0.0,Studio
LOC_001519,Lyon,Sud,Industriel,17.7,1,0,1,9,Oui,2008,Très_bon,Gaz,Non,Oui,Oui,Non,Oui,Non,5.9,Périphérie,2,4,4,Agence_nationale,2024,9,557,< 800€,31.46892655367232,16,3,3.3333333333333335,0.0,Studio
LOC_001520,Lyon,Sud,Centre-ville,22.2,1,0,1,4,Oui,1924,Très_bon,Collectif,Oui,Non,Non,Non,Non,Non,4.6,Proche_centre,5,3,4,Agence_nationale,2024,12,510,< 800€,22.972972972972975,100,1,4.0,0.0,Studio
LOC_001521,Lyon,Centre,Banlieue,69.8,4,3,1,7,Oui,1934,Bon,Fuel,Non,Non,Non,Non,Non,Non,0.3,Centre,4,4,3,Promoteur,2024,9,1564,1200-1800€,22.406876790830946,90,0,3.6666666666666665,4.2979942693409745,T4
LOC_001522,Lille,Nord,Moderne,45.4,3,2,1,7,Oui,1922,À_rénover,Fuel,Non,Oui,Non,Non,Non,Non,10.4,Banlieue,2,4,2,Promoteur,2022,5,366,< 800€,8.061674008810574,102,1,2.6666666666666665,4.405286343612335,T3
LOC_001523,Toulouse,Ouest,Industriel,82.1,5,4,1,5,Oui,1906,Bon,Gaz,Non,Oui,Non,Non,Non,Non,10.9,Banlieue,1,2,2,Promoteur,2023,3,1602,1200-1800€,19.512789281364192,118,1,1.6666666666666667,4.8721071863581,T5+
LOC_001524,Montpellier,Est,Industriel,37.4,2,1,1,5,Non,2010,Très_bon,Gaz,Non,Non,Oui,Non,Non,Oui,3.8,Proche_centre,3,4,4,Agence_nationale,2022,11,653,< 800€,17.459893048128343,14,1,3.6666666666666665,2.6737967914438503,T2
LOC_001525,Nantes,Est,Université,71.4,4,3,1,3,Non,2018,Neuf,Pompe_à_chaleur,Non,Oui,Oui,Non,Non,Non,8.1,Périphérie,2,4,4,Particulier,2024,6,1627,1200-1800€,22.787114845938373,6,2,3.3333333333333335,4.201680672268907,T4
LOC_001526,Strasbourg,Centre,Résidentiel,33.3,2,1,1,5,Oui,1993,Bon,Gaz,Non,Non,Non,Non,Non,Non,0.9,Centre,4,4,5,Promoteur,2022,9,360,< 800€,10.810810810810812,31,0,4.333333333333333,3.0030030030030033,T2
LOC_001527,Lille,Ouest,Banlieue,32.7,2,1,1,1,Oui,1945,Moyen,Électrique,Non,Oui,Oui,Non,Oui,Non,10.8,Banlieue,1,2,4,Agence_locale,2022,9,306,< 800€,9.357798165137615,79,3,2.3333333333333335,3.0581039755351678,T2
LOC_001528,Toulouse,Nord,Périphérie,30.3,2,1,1,2,Non,2020,Très_bon,Gaz,Non,Oui,Oui,Non,Non,Non,9.0,Périphérie,3,2,4,Agence_nationale,2024,11,537,< 800€,17.722772277227723,4,2,3.0,3.3003300330033,T2
LOC_001529,Bordeaux,Centre,Historique,29.7,2,1,1,11,Non,1884,Moyen,Électrique,Non,Non,Oui,Oui,Non,Non,0.9,Centre,5,5,3,Promoteur,2023,8,543,< 800€,18.282828282828284,140,2,4.333333333333333,3.3670033670033668,T2
LOC_001530,Paris,9ème,Quartier_9ème,23.8,1,0,1,12,Oui,1892,Moyen,Électrique,Non,Oui,Non,Non,Non,Non,2.9,Proche_centre,5,4,4,Agence_nationale,2023,5,853,800-1200€,35.84033613445378,132,1,4.333333333333333,0.0,Studio
LOC_001531,Lille,Nord,Résidentiel,50.9,3,2,1,4,Non,1915,Bon,Électrique,Non,Oui,Non,Non,Non,Oui,8.4,Périphérie,2,3,3,Agence_locale,2023,10,729,< 800€,14.322200392927309,109,1,2.6666666666666665,3.9292730844793713,T3
LOC_001532,Nice,Centre,Université,77.9,4,3,1,8,Non,1946,Bon,Collectif,Non,Non,Non,Non,Non,Oui,1.6,Centre,4,4,5,Agence_locale,2022,10,1566,1200-1800€,20.10269576379974,78,0,4.333333333333333,3.8510911424903718,T4
LOC_001533,Marseille,Sud,Historique,43.1,3,2,1,3,Non,1908,Moyen,Électrique,Oui,Non,Non,Non,Non,Non,4.6,Proche_centre,4,4,4,Agence_locale,2022,11,566,< 800€,13.132250580046403,116,1,4.0,4.640371229698376,T3
LOC_001534,Nantes,Sud,Périphérie,19.3,1,0,1,10,Oui,2019,Neuf,Collectif,Non,Non,Non,Non,Non,Non,12.6,Banlieue,1,3,3,Particulier,2022,5,305,< 800€,15.803108808290155,5,0,2.3333333333333335,0.0,Studio
LOC_001535,Strasbourg,Est,Historique,28.0,2,1,1,3,Non,1907,Bon,Gaz,Non,Oui,Non,Non,Non,Oui,6.1,Périphérie,1,2,3,Agence_locale,2024,3,546,< 800€,19.5,117,1,2.0,3.571428571428571,T2
LOC_001536,Bordeaux,Est,Moderne,32.0,2,1,1,2,Oui,1933,Très_bon,Électrique,Non,Oui,Non,Non,Non,Non,11.6,Banlieue,3,2,2,Agence_locale,2022,11,408,< 800€,12.75,91,1,2.3333333333333335,3.125,T2
LOC_001537,Nantes,Centre,Banlieue,55.7,3,2,1,2,Non,1994,Bon,Collectif,Non,Non,Non,Oui,Non,Non,0.5,Centre,4,5,3,Agence_locale,2023,9,613,< 800€,11.005385996409336,30,1,4.0,3.5906642728904847,T3
LOC_001538,Lyon,Centre,Historique,49.1,3,2,1,11,Non,1861,Très_bon,Gaz,Non,Non,Oui,Non,Non,Non,2.0,Centre,5,5,4,Particulier,2022,9,743,< 800€,15.132382892057025,163,1,4.666666666666667,4.0733197556008145,T3
LOC_001539,Montpellier,Centre,Université,17.5,1,0,1,1,Non,1905,Bon,Collectif,Non,Oui,Non,Oui,Non,Non,1.2,Centre,5,4,3,Particulier,2023,3,300,< 800€,17.142857142857142,119,2,4.0,0.0,Studio
LOC_001540,Paris,20ème,Quartier_20ème,43.4,3,2,1,1,Non,2000,Bon,Gaz,Non,Non,Oui,Non,Oui,Non,12.0,Banlieue,1,3,2,Particulier,2023,2,1402,1200-1800€,32.30414746543779,24,2,2.0,4.6082949308755765,T3
LOC_001541,Montpellier,Sud,Commerce,29.4,2,1,1,6,Oui,1861,Bon,Gaz,Oui,Oui,Oui,Non,Non,Oui,5.2,Périphérie,2,3,3,Agence_nationale,2024,3,873,800-1200€,29.69387755102041,163,3,2.6666666666666665,3.4013605442176873,T2
LOC_001542,Montpellier,Nord,Centre-ville,18.0,1,0,1,11,Oui,1966,Moyen,Gaz,Oui,Non,Non,Non,Non,Non,7.9,Périphérie,3,3,2,Promoteur,2022,7,300,< 800€,16.666666666666668,58,1,2.6666666666666665,0.0,Studio
LOC_001543,Nantes,Est,Gare,17.7,1,0,1,11,Oui,1948,Moyen,Électrique,Non,Oui,Oui,Non,Oui,Non,14.7,Banlieue,3,2,2,Agence_nationale,2024,1,336,< 800€,18.983050847457626,76,3,2.3333333333333335,0.0,Studio
LOC_001544,Nice,Ouest,Industriel,24.2,1,0,1,5,Oui,1864,À_rénover,Électrique,Oui,Non,Non,Non,Oui,Oui,13.5,Banlieue,3,3,3,Agence_nationale,2023,9,609,< 800€,25.16528925619835,160,2,3.0,0.0,Studio
LOC_001545,Nantes,Centre,Périphérie,48.7,3,1,1,1,Non,2017,Bon,Gaz,Non,Non,Non,Oui,Non,Oui,1.4,Centre,5,5,5,Agence_locale,2024,11,819,800-1200€,16.817248459958932,7,1,5.0,2.0533880903490758,T3
